date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:37:27	62996/62996	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:26%20GMT	https://www.bupkis.org/index.php/recipes-2/appetizers/lemon-garlic-hummus	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/appetizers/lemon-garlic-hummus.html	(from https://www.bupkis.org/)
11:37:27	51/51	U--MCZ	200	updated ('OK')	text/plain	date:Sat,%2014%20Dec%202024%2016:37:23%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.bupkis.org/)
11:37:27	64395/64395	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:27%20GMT	https://www.bupkis.org/index.php/recipes-2/appetizers/roasted-garlic-and-lemon-hummus	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/appetizers/roasted-garlic-and-lemon-hummus.html	(from https://www.bupkis.org/)
11:37:27	66482/66482	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:27%20GMT	https://www.bupkis.org/index.php/recipes-2/appetizers/awesome-potato-latkes	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/appetizers/awesome-potato-latkes.html	(from https://www.bupkis.org/)
11:37:28	64318/64318	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:27%20GMT	https://www.bupkis.org/index.php/recipes-2/appetizers/shrimp-cocktail	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/appetizers/shrimp-cocktail.html	(from https://www.bupkis.org/)
11:37:28	65053/65053	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:28%20GMT	https://www.bupkis.org/index.php/beijing-style-moo-shu-pork	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/beijing-style-moo-shu-pork.html	(from https://www.bupkis.org/)
11:37:28	63167/63167	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:28%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/baked-stuffed-shells-with-cheese	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/baked-stuffed-shells-with-cheese.html	(from https://www.bupkis.org/)
11:37:28	62303/62303	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:28%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/aunt-josies-special-from-aunt-josies-restaurant-syracuse-ny	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/aunt-josies-special-from-aunt-josies-restaurant-syracuse-ny.html	(from https://www.bupkis.org/)
11:37:30	62437/62437	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:28%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/basil-pesto-penne-with-chicken-and-mushrooms	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/basil-pesto-penne-with-chicken-and-mushrooms.html	(from https://www.bupkis.org/)
11:37:32	66434/66434	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:29%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/chicken-andouille-sausage-gumbo-giant-pot	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/chicken-andouille-sausage-gumbo-giant-pot.html	(from https://www.bupkis.org/)
11:37:32	65481/65481	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:29%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/beef-stew	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/beef-stew.html	(from https://www.bupkis.org/)
11:37:32	66303/66303	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:29%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/chicken-and-smoked-sausage-gumbo	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/chicken-and-smoked-sausage-gumbo.html	(from https://www.bupkis.org/)
11:37:32	51/51	U--MCZ	200	updated ('OK')	text/plain	date:Sat,%2014%20Dec%202024%2016:37:29%20GMT	http://fonts.googleapis.com/robots.txt		(from https://www.bupkis.org/)
11:37:32	63414/63414	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:30%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/chipotle-garlic-shrimp	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/chipotle-garlic-shrimp.html	(from https://www.bupkis.org/)
11:37:33	62345/62345	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:32%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/chicken-spiedies	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/chicken-spiedies.html	(from https://www.bupkis.org/)
11:37:33	61066/61066	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:32%20GMT	https://www.bupkis.org/index.php/emeril-lagasses-rustic-rub-recipe	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/emeril-lagasses-rustic-rub-recipe.html	(from https://www.bupkis.org/)
11:37:33	66326/66326	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:32%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/falafel-with-tahini-sauce	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/falafel-with-tahini-sauce.html	(from https://www.bupkis.org/)
11:37:33	63350/63350	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:33%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/jewish-corned-beef	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/jewish-corned-beef.html	(from https://www.bupkis.org/)
11:37:34	63316/63316	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:33%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/oven-fried-baked-falafel	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/oven-fried-baked-falafel.html	(from https://www.bupkis.org/)
11:37:34	62351/62351	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:34%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/pan-seared-scallops	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/pan-seared-scallops.html	(from https://www.bupkis.org/)
11:37:34	62921/62921	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:34%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/shrimp-on-the-barbie	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/shrimp-on-the-barbie.html	(from https://www.bupkis.org/)
11:37:35	63394/63394	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:34%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/my-egg-mcmuffin	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/my-egg-mcmuffin.html	(from https://www.bupkis.org/)
11:37:35	63519/63519	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:34%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/roasted-chicken-and-potatoes	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/roasted-chicken-and-potatoes.html	(from https://www.bupkis.org/)
11:37:35	63229/63229	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:35%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/turkey-burgers	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/turkey-burgers.html	(from https://www.bupkis.org/)
11:37:36	62219/62219	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:35%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/shrimp-scampi	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/shrimp-scampi.html	(from https://www.bupkis.org/)
11:37:36	62755/62755	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:35%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/turkey-meatballs	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/turkey-meatballs.html	(from https://www.bupkis.org/)
11:37:36	63728/63728	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:36%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/turkey-meatballs-5lb-package	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/turkey-meatballs-5lb-package.html	(from https://www.bupkis.org/)
11:37:36	63638/63638	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:36%20GMT	https://www.bupkis.org/index.php/recipes-2/entrees/white-chicken-chili	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/entrees/white-chicken-chili.html	(from https://www.bupkis.org/)
11:37:37	61175/61175	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:36%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/couscous-pine-nuts	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/couscous-pine-nuts.html	(from https://www.bupkis.org/)
11:37:37	61504/61504	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:37%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/garlic-rosemary-roasted-potatoes	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/garlic-rosemary-roasted-potatoes.html	(from https://www.bupkis.org/)
11:37:37	61380/61380	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:37%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/mexican-yellow-rice	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/mexican-yellow-rice.html	(from https://www.bupkis.org/)
11:37:38	64111/64111	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:37%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/mexican-yellow-rice-wcorn	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/mexican-yellow-rice-wcorn.html	(from https://www.bupkis.org/)
11:37:38	63228/63228	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:37%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/mashed-potatoes	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/mashed-potatoes.html	(from https://www.bupkis.org/)
11:37:39	63857/63857	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:38%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/napa-cabbage-kimchi-kimchee	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/napa-cabbage-kimchi-kimchee.html	(from https://www.bupkis.org/)
11:37:39	64364/64364	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:38%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/lokshen-kugel-noodle-kugel	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/lokshen-kugel-noodle-kugel.html	(from https://www.bupkis.org/)
11:37:39	62122/62122	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:38%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/roasted-butternut-squash-with-parmesan-lemon-sage	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/roasted-butternut-squash-with-parmesan-lemon-sage.html	(from https://www.bupkis.org/)
11:37:39	63341/63341	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:39%20GMT	https://www.bupkis.org/index.php/recipes-2/side-dishes/roasted-vegetables	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/side-dishes/roasted-vegetables.html	(from https://www.bupkis.org/)
11:37:39	66492/66492	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:39%20GMT	https://www.bupkis.org/index.php/recipes-2/snacks/kettle-corn	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/snacks/kettle-corn.html	(from https://www.bupkis.org/)
11:37:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Dec%202024%2016:37:40%20GMT	https://www.bupkis.org/index.php/home/russell	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/home/russell	(from https://www.bupkis.org/index.php/friends/sam)
11:37:41	60966/60966	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:41%20GMT	https://www.bupkis.org/index.php/recipes-2/snacks/popcorn-salt	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/snacks/popcorn-salt.html	(from https://www.bupkis.org/)
11:37:42	64700/64700	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:41%20GMT	https://www.bupkis.org/index.php/tamales-with-vegetable-oil-instead-of-lard	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/tamales-with-vegetable-oil-instead-of-lard.html	(from https://www.bupkis.org/)
11:37:42	63222/63222	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:41%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/spectacular-homemade-bread-without-a-dough-mixer	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/spectacular-homemade-bread-without-a-dough-mixer.html	(from https://www.bupkis.org/)
11:37:42	65672/65672	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:41%20GMT	https://www.bupkis.org/index.php/recipes-2/snacks/movie-theater-popcorn	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/snacks/movie-theater-popcorn.html	(from https://www.bupkis.org/)
11:37:42	62096/62096	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:41%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/banana-bread	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/banana-bread.html	(from https://www.bupkis.org/)
11:37:42	59363/59363	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2016:37:42%20GMT	https://www.bupkis.org/cnyspca-outbound-link	/home/steph/Desktop/bupkis.org/www.bupkis.org/cnyspca-outbound-link	(from https://www.bupkis.org/index.php/sams-dog-food)
11:37:43	59363/59363	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2016:37:43%20GMT	https://www.bupkis.org/PSP-outbound-link	/home/steph/Desktop/bupkis.org/www.bupkis.org/PSP-outbound-link	(from https://www.bupkis.org/index.php/sams-dog-food)
11:37:44	64948/64948	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:44%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/challah	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/challah.html	(from https://www.bupkis.org/)
11:37:44	64555/64555	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:44%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/crusty-italian-bread	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/crusty-italian-bread.html	(from https://www.bupkis.org/)
11:37:44	61421/61421	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:44%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/spoon-bread	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/spoon-bread.html	(from https://www.bupkis.org/)
11:37:44	62879/62879	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:44%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/popovers-makes-6	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/popovers-makes-6.html	(from https://www.bupkis.org/)
11:37:44	65313/65313	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:44%20GMT	https://www.bupkis.org/index.php/recipes-2/favorites/ciabatta-bread	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/favorites/ciabatta-bread.html	(from https://www.bupkis.org/)
11:37:45	59363/59363	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Dec%202024%2016:37:45%20GMT	https://www.bupkis.org/quarrysidevet-outbound-link	/home/steph/Desktop/bupkis.org/www.bupkis.org/quarrysidevet-outbound-link	(from https://www.bupkis.org/index.php/sams-dog-food)
11:37:46	60341/60341	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:46%20GMT	https://www.bupkis.org/index.php/alton-browns-taco-potion-19	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/alton-browns-taco-potion-19.html	(from https://www.bupkis.org/)
11:37:46	63850/63850	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:46%20GMT	https://www.bupkis.org/index.php/guinness-and-chili-garlic-mustard	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/guinness-and-chili-garlic-mustard.html	(from https://www.bupkis.org/)
11:37:46	60617/60617	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:46%20GMT	https://www.bupkis.org/index.php/recipes-2/sauces/cucumber-yogurt-sauce	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/sauces/cucumber-yogurt-sauce.html	(from https://www.bupkis.org/)
11:37:46	60805/60805	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:46%20GMT	https://www.bupkis.org/index.php/spicy-barbecue-sauce	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/spicy-barbecue-sauce.html	(from https://www.bupkis.org/)
11:37:46	62324/62324	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:46%20GMT	https://www.bupkis.org/index.php/recipes-2/sauces/fresh-ground-horseradish	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/sauces/fresh-ground-horseradish.html	(from https://www.bupkis.org/)
11:37:48	60785/60785	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:47%20GMT	https://www.bupkis.org/index.php/recipes-2/sauces/whipped-cream	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/sauces/whipped-cream.html	(from https://www.bupkis.org/)
11:37:48	63131/63131	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:47%20GMT	https://www.bupkis.org/index.php/recipes-2/soups-2/16-bean-soup-with-bacon	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/soups-2/16-bean-soup-with-bacon.html	(from https://www.bupkis.org/)
11:37:48	64547/64547	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:47%20GMT	https://www.bupkis.org/index.php/recipes-2/guinness-horseradish-and-sriracha-mustard	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/guinness-horseradish-and-sriracha-mustard.html	(from https://www.bupkis.org/)
11:37:48	62144/62144	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2014%20Dec%202024%2016:37:47%20GMT	https://www.bupkis.org/index.php/recipes-2/soups-2/bean-and-sausage-soup	/home/steph/Desktop/bupkis.org/www.bupkis.org/index.php/recipes-2/soups-2/bean-and-sausage-soup.html	(from https://www.bupkis.org/)
